restaurant_id,restaurant_name,online_orders,dine_in_orders,total_orders
10684,Indian Kitchen,3,0,4
1878,Vindu Andhra Ruchulu,3,0,4
1794,Indori Chatorey,3,0,4
1778,Waffle Stories,3,0,4
11913,The Dreamy Oven,3,0,4
7265,Retreat Restaurant,3,0,4
245,The Lassi Park,3,0,4
2184,Thalassery Restaurant,3,0,4
813,Bhojohori Manna,3,0,4
2314,The Grub Central,3,0,4
861,BANGALORE BOX,3,0,4
264,Chumma Delicious,3,0,4
7038,Slounge - Lemon Tree Hotel,3,0,4
6372,Shanthi Sagar Deluxe,3,0,4
298,Ruchis Point,3,0,4
3938,An Egg Story,3,0,4
12193,Hunger Genie,3,0,4
7911,Peacock,3,0,4
7528,Apsara Ice Cream,3,0,4
5417,Gramin,3,0,4
10724,Sri Sairam's Chats and Juice,3,0,4
4608,Amoeba Sports Bar,3,0,4
11857,Ella's Petscape Cafe,3,0,4
10456,Andhra Vantakam,3,0,4
671,Aniram's,3,0,4
9697,Goli Vada Pav No. 1,3,0,4
4093,Maria Taste Circle,3,0,4
3308,RockSalt,3,0,4
4891,Boho,3,0,4
9948,Juicy Momos,3,0,4
9909,Rolls On Wheels,3,0,4
5016,Anand Sweets And Savouries,3,0,4
10554,Sea Route,3,0,4
59,Goa 0 Km,3,0,4
6415,Pizza Hut,3,0,4
6426,Gangotree,3,0,4
4269,Stoner,3,0,4
2411,Matinee Bar & Kitchen,3,0,4
386,Cafe Mondo,3,0,4
3389,Ente Keralam,3,0,4
7275,Ice Cream Works,3,0,4
2175,Mani's Dum Biryani,3,0,4
6439,Lobby Cafe - Radha Regent,3,0,4
4703,Kaafi Desi,3,0,4
9938,KLINX - Hilton Bangalore Embassy GolfLinks,3,0,4
9723,Paratha Plaza,3,0,4
3001,Warm Oven,3,0,4
9383,Abhiruchi,3,0,4
3696,Republic Of Noodles - Lemon Tree Premier,3,0,4
3715,i-Bar - The Park Bangalore,3,0,4
1970,Milano Ice Cream,3,0,4
5423,Kumarakom,3,0,4
8990,Brahmins' Thatte Idli,3,0,4
7107,Pizza Hut,3,0,4
10701,Mavalli Tiffin Room (MTR),3,0,4
3200,Airlines Hotel,3,0,4
11818,Sagar,3,0,4
763,Galito's,3,0,4
11274,KA 12 - Flavour Of Coorg,3,0,4
6629,Hyderabad Darbar,3,0,4
12114,Calvin's,3,0,3
6648,New Food Magic,3,0,3
8999,Ovenstory Pizza,3,0,3
99,Mane Thindi,3,0,3
10234,The Egg Factory,3,0,3
2311,Folklore Restaurant,3,0,3
1707,Five Star Chicken,3,0,3
687,Donne Biriyani House,3,0,3
3052,Suryawanshi,3,0,3
6499,Wakhra Swaad,3,0,3
3147,Ciclo Cafe,3,0,3
10682,Hyderabad Biryani House,3,0,3
10451,Coastal Biryani Paradise,3,0,3
5449,Nasi And Mee,3,0,3
9150,Le Spice Restaurant,3,0,3
10182,New Agarwal Bhavan,3,0,3
7425,Faasos,3,0,3
11588,The Orchid,3,0,3
8549,Bootlegger,3,0,3
2939,Wolf'ish,3,0,3
8527,Bologna,3,0,3
7743,Ramji Chaiwale,3,0,3
6367,Rolls On Wheels,3,0,3
5026,Mumbai Tiffin,3,0,3
9081,Domino's Pizza,3,0,3
8223,CakeZone,3,0,3
10291,Basaveshwarnagar Dosa Corner,3,0,3
768,Rajdhani Thali Restaurant,3,0,3
2871,Barbeque Nation,3,0,3
7012,Silver Leaf - Ramee Guestline Hotels,3,0,3
760,Prasiddhi Food Corner,3,0,3
8022,Motis Kitchen,3,0,3
9228,Donne Biriyani Mane,3,0,3
10294,Chowmein,3,0,3
2091,RRoyal Rajasthan,3,0,3
6526,Subway,3,0,3
5270,Caffe Pascucci,3,0,3
11902,The Lakefront Kitchen,3,0,3
2872,Cubbon Pavilion - ITC Gardenia,3,0,3
3725,MTR 1924,3,0,3
5830,Big Wong XL,3,0,3
10500,Navrang Kabab Korner,3,0,3
8259,Vasudev Adiga's,3,0,3
8458,Eggzotic,3,0,3
1871,Kudla - Hotel Ramanashree,3,0,3
381,Goli Vada Pav No. 1,3,0,3
7044,Alloro - The Oterra,3,0,3
1342,Malhar Maharashtrian Cuisine,3,0,3
9338,Delicious Momos,3,0,3
7177,The Sanctuary,3,0,3
10986,Biryani Mane,3,0,3
6431,Calcutta Chats,3,0,3
11343,Ambarsaria,3,0,3
5487,Aalishan Restaurant & Caterer,3,0,3
6562,Ruchi Sagar,3,0,3
2940,Peppa Zzing,3,0,3
10479,Punjab Mail,3,0,3
2298,Crunch Pizzas - Express Delivery,3,0,3
2074,Skylit - Citrus Hotels,3,0,3
1769,Domino's Pizza,3,0,3
1371,Dal Roti,3,0,3
2266,Soup'ermanz Kitchen,3,0,3
10032,UBQ by Barbeque Nation,3,0,3
4949,Cafe D'hide,3,0,3
1060,World of Waffles,3,0,3
1553,Cream Stone,3,0,3
1110,Biriyani Mane,3,0,3
12273,Kartik's Mithai Shoppe,3,0,3
8955,Coffee@Arens,3,0,3
9680,The Chocolate Room,3,0,3
1093,On The Nose,3,0,3
12341,Chai Point,3,0,3
4884,"3B's - Buddies, Bar & Barbecues",3,0,3
7204,New Kairali Restaurant,3,0,3
5052,Mustard Cafe,3,0,3
1125,Mojo Pizza - 2X Toppings,3,0,3
11053,Strawbees,3,0,3
5472,Pasta Street,3,0,3
992,Late Night,3,0,3
7967,Grubhouse,3,0,3
4155,U.P. Dhaba,3,0,3
4134,Mast Kalandar,3,0,3
4324,Wok With Chung,3,0,3
11278,Pizza Stop,3,0,3
10347,McDonald's,3,0,3
1727,Kanti Sweets,3,0,3
512,Messy Bowl,3,0,3
9053,WOW! Momo,3,0,3
20,Woodee Pizza,3,0,3
7032,Godavari Delights,3,0,3
3687,Bang - The Ritz-Carlton,3,0,3
10250,New Golden Emperor,3,0,3
1752,McDonald's,3,0,3
4905,Over The Top Terrace Lounge,3,0,3
697,Andhra Kitchen,3,0,3
9374,Twins,3,0,3
11851,MYCAKESHOP,3,0,3
460,Brundhavana Food Point,3,0,3
11445,Mojo Pizza - 2X Toppings,3,0,3
7191,Biriyani Nights,3,0,3
10664,"Cinnamon - Renaissance Hotel, Bengaluru",3,0,3
1968,Ibaco,3,0,3
452,Rajathadri Food Fort,3,0,3
5832,Kritunga Restaurant,3,0,3
10877,Hotel Crossroads,3,0,3
10238,Cream Stone,3,0,3
1034,The Chervil,3,0,3
9242,Anand Sweets and Savouries,3,0,3
10858,Anjappaar,3,0,3
10143,Onesta,3,0,3
9225,Huko Mukho Hangla,3,0,3
11267,SKS Veg Corner,3,0,3
883,Pancuzzi,3,0,3
161,The Blue Wagon - Kitchen,3,0,3
12075,Kabab Mandra,3,0,3
4126,Shanmukha,3,0,3
7033,A2B - Adyar Ananda Bhavan,3,0,3
2831,Beijing Bites,3,0,3
1564,A2B - Adyar Ananda Bhavan,3,0,3
7962,Starbucks,3,0,3
5158,Fattoush,3,0,3
12272,Karachi Bakery,3,0,3
2355,Nanda's,3,0,3
447,Sukh Sagar,3,0,3
6522,Parathe Wali Gali,3,0,3
6145,Kabab Magic,3,0,3
891,Pizza Stop,3,0,3
9746,Mars Chicken Delight,3,0,3
7671,Mughal Treat,2,3,7
9525,Pizza Hut,2,3,6
4175,Sorse,2,3,6
2152,Hyderabad Biryaani House,2,3,5
11895,Bunker Restaurant,2,2,9
6603,Sila Restaurant,2,2,8
10278,Kaifu,2,2,8
9382,Sangam Mess,2,2,7
2991,Burger King,2,2,6
10699,Brahmin's Coffee Bar,2,2,6
8822,Mother's Rasoi Family Restaurant,2,2,6
11897,Wood Castle,2,2,5
2935,Little Green Cafe,2,2,5
9186,Chickpet Donne Biryani House,2,2,5
1717,Paratha Junction,2,2,5
2827,Blue Terrain - Novotel,2,2,5
11118,Beijing Bites,2,2,5
7860,Paratha Plaza,2,2,4
117,Bengaluru Coffee House,2,2,4
6541,Hyderabad Magic,2,2,4
8547,Jimi's Beer Cafe,2,2,4
11271,Cream Chemistry,2,2,4
4181,Delhi Walle,2,2,4
11529,Kulcha Kulture,2,2,4
8865,Just Bake,2,2,4
11566,Breezes - Hotel Pigeon International,2,2,4
2346,Kitchen On Table,2,2,4
3679,Harima,2,2,4
9093,Hotel Little Imperial,2,2,4
1767,Jayanagara Donne Biryani,2,2,3
7228,PurpleBasil.in,2,2,2
10,Smacznego,2,1,8
4102,Paradise,2,1,7
284,Rustic Stove,2,1,7
7531,Krutunga,2,1,6
9012,De Grand Restaurant,2,1,6
6409,Sreeraj Lassi Bar,2,1,6
33,Faasos,2,1,6
2122,eat.fit,2,1,6
11456,Sri Krishna Bhavan Sweets,2,1,6
8971,Matru Sagar,2,1,6
8878,Aditya Uphar,2,1,6
11601,Food Zone,2,1,6
8110,Nandhana Palace,2,1,6
11315,Cheta's Kitchen,2,1,5
8914,Cafe Pink Pajamas,2,1,5
323,The Krishna Grand Xpress,2,1,5
9247,Night Food Joint,2,1,5
8889,Ande Ka Funda,2,1,5
10290,Antarastriya,2,1,5
10152,Starbucks,2,1,5
8713,Tasty Bites,2,1,5
12352,Faasos,2,1,5
8535,Wall Street 657,2,1,5
4715,Salt Mango Tree,2,1,5
2494,Soul Treat,2,1,5
3680,Caperberry,2,1,5
183,Donne Biriyani House,2,1,5
11677,Chickpet Donne Biryani House,2,1,5
12054,The Wok Shop,2,1,5
6616,Cafe Palnad,2,1,5
11665,A2B Veg - Adyar Ananda Bhavan,2,1,5
4267,Glen's Bakehouse,2,1,5
10149,Clean Slate Cafe,2,1,5
7767,Families Food Court,2,1,4
4076,Imperial Restaurant,2,1,4
10448,Natural Ice Cream,2,1,4
1799,Mug N Bean,2,1,4
4213,Green Hyderabad Biryani House,2,1,4
9499,Amma's Pastries,2,1,4
748,Shuddh Desi Khana,2,1,4
1823,Kalpavriksha Upahara,2,1,4
4889,XOOX Brewmill,2,1,4
833,Basmati Delights,2,1,4
7726,Dakshin Sagar,2,1,4
9864,The Fixx,2,1,4
6417,A2B - Adyar Ananda Bhavan,2,1,4
10464,Biryani Day,2,1,4
9243,The ThickShake Factory,2,1,4
196,Mangalore Pearl,2,1,4
11536,Sweet Chariot,2,1,4
1971,Natural Ice Cream,2,1,4
3020,Richie Rich,2,1,4
9773,Falahaar,2,1,4
7737,Feaster,2,1,4
7312,Patisserie Nitash,2,1,4
840,Punjabi Swag,2,1,4
675,BOX8- Desi Meals,2,1,4
7478,M.M Restaurant,2,1,4
7506,Kitchens@HSR,2,1,4
10747,Dakshin - ITC Windsor,2,1,4
9737,Midnight Pizza Slurpp,2,1,4
7171,Cafe Arabica,2,1,4
8544,Sherlock's Pub,2,1,4
2187,Bathinda Dine,2,1,4
9486,Mugful Of Stories,2,1,4
1705,People Tree Cafe,2,1,4
10194,Mumbai Xpress,2,1,4
7816,Just Bake,2,1,3
6545,Foodies Express,2,1,3
11293,The Rich Crust,2,1,3
6140,KFC,2,1,3
6585,Just Fresh Point,2,1,3
1400,Waah Biryani,2,1,3
1067,Oottupura Family Restaurant,2,1,3
11444,BOX8- Desi Meals,2,1,3
1895,Clove Rooftop,2,1,3
3968,Midnight Mania,2,1,3
11399,Mayuri,2,1,3
8095,Pizza Stop,2,1,3
8027,Beijing Bites,2,1,3
1740,Ishta Cafe,2,1,3
11174,Kolkata Famous Kati Rolls,2,1,3
9602,Sri Devi Sagar,2,1,3
4987,La Pino'z Pizza,2,1,3
9001,Swad,2,1,3
3347,Teppan Japanese Grill & Sushi Bar,2,1,3
11532,Dashabhuja Kitchen & Catering,2,1,3
3775,Siddappa Hotel,2,1,3
9846,Hotel Marina,2,1,3
1718,SL Vadapav,2,1,3
6248,Mavalli Tiffin Room (MTR),2,1,3
7249,Peace Restaurant,2,1,3
11864,Domino's Pizza,2,1,3
7094,McDonald's Play Place,2,1,3
870,Cucumber Town,2,1,3
11213,Mughlai Azam,2,1,3
4210,Sherlock's Pub,2,1,3
9201,Chichaba's Taj,2,1,3
865,Ovenstory Pizza,2,1,3
8858,Kolkata Kati Rolls,2,1,3
724,Burger King,2,1,3
1215,Vaathsalya Millet Cafe,2,1,3
10752,Sanadige - Goldfinch Hotel,2,1,3
10104,Vijay Vihar,2,1,3
8460,Kerala Vibes,2,1,3
12041,Aryan's Kitchen,2,1,3
661,Easy Bites,2,1,3
8537,Agent Jack's Bar,2,1,3
3935,Biggies Burger 'n' More,2,1,3
7764,Swathi Spice n Ice,2,1,3
7461,Tea Addict,2,1,3
2021,Bengaluru Cafe,2,1,3
9704,Srinidhi Sagar Deluxe,2,1,3
9375,Davis Bar And Restaurant,2,1,3
841,Taco Bell,2,1,3
10201,Bhairaveshwara Military Hotel,2,1,3
10262,Nesara Mullti - Cuisine Family Dining & Garden...,2,1,3
3305,Aagaman Veg,2,1,3
2341,Moti Mahal Delux,2,1,3
11561,The Cake Post,2,1,3
6897,Mast Kalandar,2,1,3
9584,Pooja Dosa Camp,2,1,3
10254,Hotel Kadamba Veg,2,1,3
1761,Desi Vdesi,2,1,3
280,Java City,2,1,2
6872,The Magic Chef,2,1,2
10840,The Mint Resto Bar,2,1,2
11650,Cafe Bengaluru,2,1,2
8133,Laddoos,2,1,2
8396,Suchithra Biryani House,2,1,2
5103,Bite Me Cupcakes,2,1,2
3153,Qissa Khawani,2,1,2
2287,Domino's Pizza,2,1,2
11964,Biggies Burger 'n' More,2,1,2
2888,Pinxx - Royal Orchid Central,2,1,2
10181,FreshMenu,2,0,6
8825,Bake Delite,2,0,6
163,Patio 805,2,0,6
9249,Vera Italiano,2,0,6
3899,Zaica Dine & Wine,2,0,6
214,Central Jail Restaurant,2,0,6
566,Hotel Dwarka,2,0,5
11530,Wangs Kitchen,2,0,5
2072,Chaarcoal,2,0,5
12320,Pizza Hut,2,0,5
11054,Tandoori Chowk,2,0,5
10685,RS Shiv Sagar,2,0,5
667,XO Belgian Waffle,2,0,5
10495,Chung Wah,2,0,4
10997,Lion King,2,0,4
12321,Dot.yum - Aloft Hotel,2,0,4
4180,Galito's,2,0,4
8917,Artville Cafe,2,0,4
11061,Pait Full,2,0,4
10040,37 China Town,2,0,4
11755,Ice Fort,2,0,4
12315,Sri Udupi Park,2,0,4
165,Sagar Deluxe,2,0,4
322,The Trundle,2,0,4
683,Momoz,2,0,4
5340,Bhojohori Manna,2,0,4
11602,Hotel Prakruthi,2,0,4
5479,The Smoke Co.,2,0,4
5215,Biryani Pot,2,0,4
7293,Beijing Bites,2,0,4
9203,Chung's Chinese Corner,2,0,4
6583,NY Pizza & Waffles,2,0,4
9277,DinePost9,2,0,4
9031,YumYumDilli,2,0,4
12013,Hyderabad Biryani,2,0,4
336,Nandhanu's Rasoi,2,0,4
8483,Natural Ice Cream,2,0,4
11531,Meat and eat,2,0,4
11689,Biriyani Adda,2,0,4
1117,The Chocolate Room,2,0,4
6514,Godavari Delights,2,0,4
11233,New Punjabi Pure Veg Restaurant,2,0,4
7915,Urban Tamaasha,2,0,4
7964,Tata Cha,2,0,4
174,Dev Sagar - Food Street,2,0,4
10041,Dakshin,2,0,4
3940,Enchanted Garden,2,0,4
3014,Nando's,2,0,4
11793,Thindi Palace,2,0,4
9850,The Midnight Kitchen,2,0,4
8908,4 Seasons Restaurant,2,0,3
8675,The Maori - Aurick Boutique Hotel,2,0,3
191,Olive - Era,2,0,3
11263,Bharath Restaurant,2,0,3
9135,Kobe Sizzlers,2,0,3
1136,Caffe Pascucci,2,0,3
7888,Meat and Eat,2,0,3
2405,Madurai Meenakshi Vilas,2,0,3
4285,East Delicious,2,0,3
4895,Village - The Soul of India,2,0,3
10643,Keventers,2,0,3
10124,Praja Thindi,2,0,3
2996,Khan Saheb Grills and Rolls,2,0,3
6660,Hotel Uma Bhai,2,0,3
3307,MISU,2,0,3
9200,Mani's Dum Biryani,2,0,3
9014,Roll N Roll,2,0,3
7976,Cafe Coffee Day,2,0,3
11678,Frozen Bottle,2,0,3
3203,Crunch Pizzas,2,0,3
10470,Masti Masala,2,0,3
2170,Bihar Ki Shan,2,0,3
4817,Oota Bangalore,2,0,3
9237,Maraheb Restaurant,2,0,3
6259,Taco Bell,2,0,3
8177,Baba Da Dhaba,2,0,3
10875,Royal Biriyani House,2,0,3
11122,Udupi Vaibhav,2,0,3
8983,Mangalore Lunch Home,2,0,3
7093,KFC,2,0,3
7170,Mambos Cafe,2,0,3
11215,Faasos,2,0,3
358,Salut,2,0,3
16,Kirthi's Biryani,2,0,3
11745,Amma's Pastries,2,0,3
11978,Corner House Ice Cream,2,0,3
756,Birinz,2,0,3
12033,Domino's Pizza,2,0,3
6238,Tilt Gastro Lounge,2,0,3
11036,Not Just Parathas,2,0,3
6231,Chinita Real Mexican Food,2,0,3
2131,nu.tree,2,0,3
6454,Spotlight - The Golden Tulip,2,0,3
5583,Sunny Cafe & Kitchen,2,0,3
11899,The Chef Couple,2,0,3
9594,Kanti Sweets,2,0,3
4737,Biryani@Bangalore,2,0,3
11648,Rotti Mane,2,0,3
2000,New Shanthi Sagar,2,0,3
950,Namma Kudla,2,0,3
7536,Cupcake Noggins,2,0,3
292,Cafe Aira,2,0,3
3446,Pashto,2,0,3
3675,SkyDeck By Sherlock's,2,0,3
9715,SnacksJoint,2,0,3
11006,Kitchen Of Joy,2,0,3
8246,Tadka Singh,2,0,3
1737,Peace Restaurant,2,0,3
12010,One For The Road,2,0,3
273,South Kitchen,2,0,3
9724,Vasudev Adiga's,2,0,3
6359,Fullyfilled,2,0,3
10128,Sukh Sagar Food Court,2,0,3
10310,Burp,2,0,3
3903,HQ,2,0,3
11652,Bakers77,2,0,3
1882,Mayuri,2,0,3
7956,Waffle Magic,2,0,3
2260,Inhouse Burger,2,0,3
7286,The Deagh,2,0,3
4791,Chef in,2,0,3
10422,Kargeens,2,0,3
3695,RS Shiv Sagar,2,0,3
10436,Imperial Restaurant,2,0,3
4168,Chaat Street,2,0,3
9102,A2B - Adyar Ananda Bhavan,2,0,3
7544,Anjappar,2,0,3
2068,MoMo Cafe - Courtyard by Marriott,2,0,3
8540,Soo Ra Sang,2,0,3
2123,Sher-E-Punjab,2,0,3
6351,Hatti Kaapi,2,0,3
378,Food Springs,2,0,3
6400,Curries And Pickles,2,0,3
7965,Yomama!!,2,0,3
2144,Bathinda Junction,2,0,3
3190,Bean Flickers,2,0,3
10758,Baluchi - The Lalit Ashok Bangalore,2,0,3
1347,Vasudev Adiga's,2,0,3
10443,Rajdhani Thali Restaurant,2,0,3
4994,Behrouz Biryani,2,0,3
9962,Bharathi Refreshments,2,0,3
1719,Wazir's,2,0,3
5602,Hungry Lee,2,0,3
1729,Pani Kum Chai,2,0,3
9198,Olive Garden,2,0,3
5301,Popsies,2,0,3
11403,Frosted Memories,2,0,3
5616,Kopper Kadai,2,0,3
1189,Flavour of China,2,0,3
570,Udupi Sri Krishna Bhavan,2,0,3
11438,Abzain Paradise,2,0,3
6709,Andhra Amigos,2,0,3
12082,Brilram's Balaji Bhavan,2,0,3
10342,Salaam Sigri Rolls & Kebabs,2,0,3
10454,Prana,2,0,3
10424,Kudla Beach,2,0,3
9154,Kesar Sweet Shop And Fast Food,2,0,3
9209,Roll Over,2,0,3
4942,Enerjuvate Studio & Cafe,2,0,3
8548,Bflat Bar,2,0,3
1406,Royal Chef Naati Oota,2,0,3
2231,Happy Endings,2,0,3
10158,Kalmane Koffees,2,0,3
1635,Hunger Camp,2,0,3
7224,Crunch Pizzas,2,0,3
8515,Bob's Bar,2,0,3
9472,Bottoms Up Resto Bar,2,0,3
6234,Sathya's,2,0,3
6628,Marley's Bistro,2,0,3
5498,What's In A Name,2,0,3
1886,Parika Multicuisine Restaurant,2,0,3
10746,Pebble,2,0,3
808,Marwa Restaurant,2,0,3
1899,Chef Master,2,0,3
1104,Baba Ka Dhaba,2,0,3
406,The Spice Saga,2,0,3
346,Tandoori Bytes,2,0,3
10691,Bene - Sheraton Grand Bangalore Hotel at Brigade...,2,0,3
2374,McDonald's,2,0,3
8925,Alter Ego D'Deli,2,0,3
641,TAB - Take A Break,2,0,3
6233,Karama Restaurant,2,0,3
7951,Chaipatty,2,0,3
10745,KittyKo,2,0,3
11117,Plan B,2,0,3
7231,Wangs Kitchen,2,0,3
2770,Chullah Chandigarh,2,0,3
2562,B.M.W - Bhookh Mitaane Wala,2,0,3
6533,4Foodiez,2,0,3
12323,Infinity - The Zuri,2,0,3
1791,City Durbar,2,0,2
8180,Spicy Corner,2,0,2
4527,Kudil Kerala Kitchen,2,0,2
2381,Goli Vada Pav No. 1,2,0,2
8248,Bob's Restaurant,2,0,2
2399,Samaroh,2,0,2
11545,Santrupthi Khanavalli,2,0,2
7234,Zabi,2,0,2
5453,Dalma,2,0,2
3265,Baba Da Dhaba,2,0,2
1947,Kamat Restaurant,2,0,2
1579,Purani Dilli By Anand Sweets,2,0,2
5217,Grapevine,2,0,2
9085,Goli Vada Pav No. 1,2,0,2
8289,Rayalaseema Spice,2,0,2
9083,Ammi's Biryani,2,0,2
3138,Hatti Kaapi,2,0,2
526,SLV Refreshment,2,0,2
11510,Kamat Upahaar,2,0,2
8948,The Bridge Walk Cafe,2,0,2
1883,Nandhini Deluxe,2,0,2
10264,Maddy's Katti Cafe,2,0,2
7482,Empire Restaurant,2,0,2
959,Brundhavana Pure Veg,2,0,2
2127,Udupi Ruchi,2,0,2
3322,Feast India Co.,2,0,2
8275,Paratha Plaza,2,0,2
799,Kanti Sweets,2,0,2
4488,South House,2,0,2
10385,Maiyas,2,0,2
2347,Charcoal Eats,2,0,2
10109,Silver Star,2,0,2
42,Domino's Pizza,2,0,2
7336,Sadi's Biriyani,2,0,2
6722,Lassi Corner,2,0,2
853,Bikaner Jn,2,0,2
7221,Wild Range Restaurant,2,0,2
442,Punjabi Raswada,2,0,2
9467,Grow Fit,2,0,2
7814,Amrutha Sweets,2,0,2
4027,Alpha - House of Biryani & Tandoor,2,0,2
2879,The Market - The Ritz-Carlton,2,0,2
8974,Nandhini,2,0,2
1186,D View Cafe,2,0,2
1024,Drunken Monkey,2,0,2
8733,Beach Hut,2,0,2
9770,Wild Thyme Restaurant,2,0,2
11537,Shree Durga,2,0,2
11032,Mad Over Donuts,2,0,2
9262,Cake House - Story Cafe,2,0,2
11303,Shree Mahalakshmi Sweets,2,0,2
11262,Burger Man,2,0,2
3913,Flavours Radha Hometel,2,0,2
9175,Cafezone,2,0,2
11030,Chellappa's,2,0,2
11717,Zaayeqa Multi Cuisine Restaurant,2,0,2
5905,California Burrito,2,0,2
9436,Shammah's,2,0,2
7723,Bindu Garden Bar & Restaurant,2,0,2
7548,Nandhini Deluxe,2,0,2
9637,Sweet Chariot,2,0,2
8750,Parivaar,2,0,2
9208,Sri Sai 99 Variety Dosa,2,0,2
8875,SV Juice Corner,2,0,2
4100,Chatpatlal Sweets & Snacks,2,0,2
7672,Thanco's Natural Ice Cream,2,0,2
2112,Cafe Thulp,2,0,2
8080,Delicacy,2,0,2
7264,Five Star Chicken,2,0,2
11576,Sree Abhiruchi,2,0,2
11519,Barista,2,0,2
10509,Chung's Chinese Corner,2,0,2
11610,Navab's,2,0,2
4025,Chinese Chaska,2,0,2
1993,Pizza Hut,2,0,2
445,Kapoor's Cafe,2,0,2
11960,Blue Tokai Coffee Roasters,2,0,2
9634,Shanti Sweets,2,0,2
11120,Le Jardin By Bhagini,2,0,2
677,Midnight Mania,2,0,2
11808,Chandus Hotel,2,0,2
9333,Le Roll Cafe,2,0,2
10425,Donne Biriyani Angadi Mane,2,0,2
1712,Subway,2,0,2
10992,Makers of Milkshakes,2,0,2
10575,Nomadic Tandoor,2,0,2
11703,MouthFull Of Cake,2,0,2
4716,Mr Manchurian,2,0,2
9781,Hungry Paunch,2,0,2
6495,Lassi Resto Cafe,2,0,2
3712,The Lantern Restaurant & Bar - The Ritz-Carlton...,2,0,2
2430,Chicken Man,2,0,2
5794,Taza Khaana,2,0,2
1023,Sandwichwallas,2,0,2
12331,The Hungry Yeti,2,0,2
8055,FoodIshq,2,0,2
11961,Kalmane Koffees,2,0,2
199,Cool Corner,2,0,2
3678,1Q1,2,0,2
965,Tempteys,2,0,2
1877,Roofnic,2,0,2
2907,Banjara Melting Pot,2,0,2
2975,Dolci Desserts,2,0,2
3223,The Chariot,2,0,2
15,Catch-up-ino,2,0,2
4013,Mojo Pizza - 2X Toppings,2,0,2
9688,A2B - Adyar Ananda Bhavan,2,0,2
5439,Tall Blonde French,2,0,2
8871,Khanasutra,2,0,2
12073,Haagen Dazs,2,0,2
4098,Palos,2,0,2
297,Cafe Zone,2,0,2
859,Calorie Express,2,0,2
890,Domino's Pizza,2,0,2
11479,Banashankari Restaurant,2,0,2
3989,Eatzgreen,2,0,2
9191,Natural Ice Cream,2,0,2
4003,Dehati Murgee,2,0,2
11975,Kitchens@Mahadevpura,2,0,2
188,Mini Punjabi Dhaba,2,0,2
3683,Tiamo - Conrad Bengaluru,2,0,2
10292,Totaram's Paranthas,2,0,2
11990,Ovenstory Pizza,2,0,2
2987,Donne Biriyani House,2,0,2
11894,Hashery Family Restaurant,2,0,2
11946,Amma Family Restaurant,2,0,2
2986,Kerala Pavilion,2,0,2
900,Momo Jojo,2,0,2
5458,Bamey's Restro Cafe,2,0,2
5130,Friend's Cafe,2,0,2
9401,Creamyum,2,0,2
10487,Kusum Restaurant,2,0,2
2340,Shree Khana Khazana,2,0,2
1417,Sree Krishna Kafe,2,0,2
274,Chung Wah,2,0,2
4521,Konaseema Grand,2,0,2
6981,Village Palace,2,0,2
2988,Leon Grill,2,0,2
3641,Fusion Lounge,2,0,2
3690,Salvadores,2,0,2
1122,Bawarchi Inn,2,0,2
12298,Layla - The Den Bengaluru,2,0,2
7385,Corner House Ice Cream,2,0,2
11208,Keventers,2,0,2
9266,Marakachi,2,0,2
2092,Flavours - Octave Hotel & Spa,2,0,2
8112,Malabar,2,0,2
8556,Blistering Barnacles,2,0,2
1758,Ross Kitchen,2,0,2
3422,Manjit Da Dhaba,2,0,2
8024,Dindigul Thalappakatti,2,0,2
4733,Brooks 37,2,0,2
4246,Khan Saheb Grills and Rolls,2,0,2
1973,Cakewala,2,0,2
3250,C Sharp Kitchen,2,0,2
1169,Willys Top Cafe,2,0,2
2028,Iyengar's Inn,2,0,2
8064,Bombay Sandwich Company,2,0,2
149,BOX8- Desi Meals,2,0,2
7734,Indian Paratha Factory,2,0,2
7468,Gold Bean,2,0,2
2375,Abbabi Chicken,2,0,2
2148,Barbeque Delight,2,0,2
6347,Keventers,2,0,2
8887,Hotel Coorg Style,2,0,2
6671,King's Appetite,2,0,2
8053,The Biryanis,2,0,2
3904,The Terrace at Windmills Craftworks,2,0,2
2365,Stoned Monkey,2,0,2
10227,Chikpet Donne Biriyani House,2,0,2
5428,Pipabu,2,0,2
11257,Five Star Chicken,2,0,2
11752,Asha Sweets Centre,2,0,2
3195,Kobe Sizzlers,2,0,2
204,Thamboola,2,0,2
8508,Banchharam,2,0,2
1880,The Lounge - Eden Park Restaurants,2,0,2
2221,The Flying Cup,2,0,2
5908,Anjappar,2,0,2
145,Sri Udupi Food Hub,2,0,2
4224,Chulha Chauki Da Dhaba,2,0,2
717,Biryani Durbar,2,0,2
10481,Malgudi's Donne Biriyani,2,0,2
5021,BOX8- Desi Meals,2,0,2
3975,Night Food Joint,2,0,2
9060,Dilli Dil Se..,2,0,2
187,Just Shawarma,2,0,2
10249,Roy Hotel & Restaurant,2,0,2
10172,Kwatlay Rest-O-Cafe,2,0,2
401,Chai Point,2,0,2
6419,WOW Momo,2,0,2
6235,Rajdhani Thali Restaurant,2,0,2
9004,Biryani Palace,2,0,2
2332,Vandana Andhra and Multi Cuisine,2,0,2
10748,Sutra - The Lalit Ashok Bangalore,2,0,2
3327,Bangalore Mandarin,2,0,2
7719,Subway,2,0,2
9027,Panda Boy,2,0,2
1581,KFC,2,0,2
